rel_path,file_name,split,cls,ratio,pile_id,illum,illum_method,source,roi_ok,area_frac,mean_R,mean_G,mean_B,mean_H,mean_S,mean_V,hue_std,sat_std,val_std,bright,contrast
pure/IMG (188).jpg,IMG (188).jpg,train,0,100_0,pure_B,ambient,ambient,image,1,0.0441,112.78054507868045,76.11058432121943,22.703608117939737,17.847434163151462,208.41895364393676,112.78062695026487,0.9137325623337086,38.68452128607929,16.9387593433838,80.9413873884267,19.063418025738784
pure/IMG (189).jpg,IMG (189).jpg,train,0,100_0,pure_B,ambient,ambient,image,1,0.0654,104.1997059406015,62.980033793015274,11.734184593092488,16.520154224502946,230.99172973609862,104.1997059406015,2.092819259816916,35.72768949851041,17.713306901328938,69.48767733185593,19.306080202147875
pure/IMG (190).jpg,IMG (190).jpg,train,0,100_0,pure_B,ambient,ambient,image,1,0.0757,106.31831141229817,64.75563768872635,11.379626761066856,16.76779481824425,231.9313858239399,106.31831141229817,2.1891390638654182,35.352392156669154,16.721318958896358,71.13525903362573,18.46726265964472
pure/IMG (191).jpg,IMG (191).jpg,train,0,100_0,pure_C,ambient,ambient,image,1,0.0186,88.81610448538564,50.140626241403965,7.656573592634116,15.39471570193946,236.8115140493825,88.81616627971646,4.339534325260109,28.737921484874366,20.64543382758738,56.841356297283696,19.24563161426366
pure/IMG (193).jpg,IMG (193).jpg,train,0,100_0,pure_C,ambient,ambient,image,1,0.015,93.87898707251017,53.24257957697832,10.201182004583282,15.166955406190722,231.80452516968015,93.87898707251017,8.898273274147497,27.250162783412623,25.598916043287122,60.489610859530046,23.270220150823715
pure/IMG (194).jpg,IMG (194).jpg,train,0,100_0,pure_C,ambient,ambient,image,1,0.0141,106.48817506501382,72.60647106156196,28.50130610721741,17.179239892246155,199.34006017422539,106.48944035638068,2.089724174216257,57.763989659824134,27.831580860482582,77.69176452752738,31.639082253773285
pure/IMG (195).jpg,IMG (195).jpg,train,0,100_0,pure_C,ambient,ambient,image,1,0.0201,126.7065912986695,81.37888743776018,17.919210676679455,17.29431474981634,222.56102767121052,126.7065912986695,2.175468447969481,26.366011448108544,23.360140098837636,87.72663864174353,22.25587884240599
pure/IMG (196).jpg,IMG (196).jpg,train,0,100_0,pure_C,ambient,ambient,image,1,0.1104,102.7087452115674,64.75856719104863,12.46054732583028,17.273206166624828,226.9424378042205,102.7087452115674,1.3922432217655587,27.091548927164972,20.057957331645646,70.14219212550707,17.58406296130962
pure/IMG (197).jpg,IMG (197).jpg,train,0,100_0,pure_C,ambient,ambient,image,1,0.0064,108.37964913181958,69.63102332271653,22.131614096373163,16.416341313058666,211.97535446419397,108.38223055584095,3.7571177139265997,50.60844879263505,26.652780311304838,75.79877735538888,28.624828076970118
pure/IMG (198).jpg,IMG (198).jpg,train,0,100_0,pure_D,ambient,ambient,image,1,0.0124,111.2898521007514,75.1479653931633,26.218111704942324,17.297729918509894,202.46236374219495,111.2898984019473,1.0606682192392007,50.42326402712649,19.637569691296143,80.3563736903376,23.19235236192392
pure/IMG (2).jpg,IMG (2).jpg,train,0,100_0,pure_A,ambient,ambient,image,1,0.0576,116.5874720051972,64.0964431641393,6.927831820331778,15.532032322956024,241.36212595239317,116.5874720051972,1.9187395095253417,19.719485069993848,14.254337173150684,73.28453404680901,14.805765116549805
pure/IMG (200).jpg,IMG (200).jpg,train,0,100_0,pure_D,ambient,ambient,image,1,0.0271,122.35243932692366,79.61657520073092,20.1157008791621,17.443335491405026,218.71319832275475,122.35243932692366,1.0471315496712774,42.14885096049066,20.242076508024397,85.62782641842792,22.738281205925535
pure/IMG (201).jpg,IMG (201).jpg,train,0,100_0,pure_D,ambient,ambient,image,1,0.0261,123.15305115945944,79.99620529123133,19.11144758087316,17.537356520427974,220.3864351726781,123.15305115945944,0.9731750324437717,38.694295198047875,19.74626704236087,85.97681395246562,21.679031147230383
pure/IMG (202).jpg,IMG (202).jpg,train,0,100_0,pure_D,ambient,ambient,image,1,0.0627,113.58991827038793,73.28139683336995,15.693026036270785,17.629243451689533,223.44794315553742,113.58991827038793,0.8525057964734639,33.348501353835594,16.290044998753192,78.77692184932869,17.082883283188558
pure/IMG (3).jpg,IMG (3).jpg,train,0,100_0,pure_A,red,SVI_colored,image,1,0.0737,163.91428259967586,51.890404665685566,12.326910562865619,7.7739794369007855,236.9564655407352,163.91428259967586,1.4269701874885232,12.960368823398452,19.862402181802484,80.8420570218323,14.587826598109613
pure/IMG (308).jpg,IMG (308).jpg,train,0,100_0,pure_E,ambient,ambient,image,1,0.0309,111.86948315371406,66.66283502496239,17.505981401827917,15.290440922358746,221.50729199342842,111.86948315371406,3.120970274943637,35.50226690692351,26.7628958880319,74.59636437104895,26.48405999349667
pure/IMG (309).jpg,IMG (309).jpg,train,0,100_0,pure_E,ambient,ambient,image,1,0.0407,103.78053268199095,60.365668694050456,12.094416431885145,15.49776504113211,229.6521565640077,103.78053268199095,4.512545735005132,30.00998436340683,23.469186105184562,67.86752880859966,22.159723357497363
pure/IMG (310).jpg,IMG (310).jpg,train,0,100_0,pure_E,ambient,ambient,image,1,0.0314,116.66849300050379,69.05626482971765,13.075518338601771,15.985836559218374,230.17108893523607,116.66850083137778,4.145063494360875,29.249960464515404,22.386582309493757,76.92917235492654,21.96282118261773
pure/IMG (311).jpg,IMG (311).jpg,train,0,100_0,pure_E,ambient,ambient,image,1,0.0555,108.72220055430472,64.57182323706868,16.290826788637343,15.546493933968007,221.56841497213702,108.72223896561302,2.135868322583742,34.12148954014492,19.763828105057605,72.30625483834748,20.239133703681176
pure/IMG (312).jpg,IMG (312).jpg,train,0,100_0,pure_E,ambient,ambient,image,1,0.0312,101.72392292931683,63.59588886260284,15.579927976237416,16.640748626554164,220.15843124884998,101.7239255579213,1.1548429376469855,36.00380736991442,19.52782476872738,69.5223352522146,19.05192283009269
pure/IMG (313).jpg,IMG (313).jpg,train,0,100_0,pure_E,ambient,ambient,image,1,0.0418,107.08113915984511,66.89009166217342,15.728107445713446,16.767048674084602,220.91633547375127,107.08113915984511,0.807811745227801,34.47793943001578,17.28679323552866,73.09570511249449,17.02236651009309
pure/IMG (314).jpg,IMG (314).jpg,train,0,100_0,pure_E,ambient,ambient,image,1,0.0318,114.01759815945383,72.18532618367804,18.012759503857254,16.898009084085828,218.17350294420328,114.01759815945383,0.8926218777348229,33.30204949767,17.36012925440562,78.53884465491049,17.58346936948601
pure/IMG (315).jpg,IMG (315).jpg,train,0,100_0,pure_E,ambient,ambient,image,1,0.0352,117.83789872510368,75.34970513077113,24.47818619351055,16.23544854101405,208.27135881884743,117.83793828924647,1.2223397982633024,40.21419481569784,25.01401694328038,82.26832867097062,25.435254492304065
pure/IMG (316).jpg,IMG (316).jpg,train,0,100_0,pure_E,ambient,ambient,image,1,0.0399,96.34220879757207,59.15668442170194,14.106035343060958,16.312159392851715,222.01992410646452,96.34220879757207,1.1583824492122143,36.03864362287683,19.732858023057275,65.13782397463645,18.839353340441875
pure/IMG (318).jpg,IMG (318).jpg,train,0,100_0,pure_E,ambient,ambient,image,1,0.0411,95.76779944801106,58.018601188991354,13.548422760463543,16.19626738934777,222.28995184565065,95.76779944801106,0.8031123770113205,33.34893759593547,13.728990281061787,64.20894956465514,14.489055314041103
pure/IMG (4).jpg,IMG (4).jpg,train,0,100_0,pure_A,green,SVI_colored,image,1,0.0758,58.34513398878898,98.10055275652948,5.260927929468873,42.919642451181836,242.74331788155465,98.10055275652948,1.729068823953456,13.53273660380909,17.84484904323572,75.60392493943061,14.532225429876226
pure/IMG (5).jpg,IMG (5).jpg,train,0,100_0,pure_A,blue,SVI_colored,image,1,0.0702,34.97879218372864,44.166594622633355,24.302836120463855,43.55522817708346,140.7022260438012,45.73336775869844,13.261681736844563,34.62731589003868,18.769303011901062,39.168628600936024,10.89514976631673
pure/IMG (6).jpg,IMG (6).jpg,train,0,100_0,pure_A,yellow,SVI_colored,image,1,0.0683,128.42256425521802,79.44107772801856,10.311203747825951,17.40823983973555,235.80878213661128,128.42256425521802,1.709664777574687,12.488435287014976,16.91605083580464,86.2563487024125,16.017856305743237
pure/IMG (7).jpg,IMG (7).jpg,train,0,100_0,pure_A,red,SVI_colored,image,1,0.0311,130.69075183388594,34.8104681190041,6.7897618915732245,6.906484346355836,242.9410254989937,130.69075183388594,8.496291983557347,11.95147364926686,22.671052666045764,60.25477628042299,16.724942398940705
pure/IMG (8).jpg,IMG (8).jpg,train,0,100_0,pure_A,green,SVI_colored,image,1,0.0412,41.19304638199725,80.62115697282195,5.781502922382244,46.54718100063482,239.10131721130904,80.62115697282195,3.7924791446209496,17.944545075677304,22.178371031147865,60.2898282789487,18.875699316609698
pure/IMG (9).jpg,IMG (9).jpg,train,0,100_0,pure_A,blue,SVI_colored,image,1,0.0443,20.974832242718175,31.348968466258803,18.860179743250374,52.242555278916726,129.69941782438474,32.67971826032228,10.546838195733308,39.185086177214245,17.078247656355128,26.82695593421138,9.3819450498273
extra_new_pure_jpg/extra_new_pure/IMG_4935.jpg,IMG_4935.jpg,train,0,100_0,pure_new_01,ambient,ambient,image,1,0.0382,81.96402332298904,50.88415819257573,7.957531113425752,17.286765384904484,233.7157494604143,81.96402332298904,1.240798526928822,27.55390397411877,14.29547671172188,55.29262190342221,13.822675982055104
extra_new_pure_jpg/extra_new_pure/IMG_4936.jpg,IMG_4936.jpg,train,0,100_0,pure_new_01,ambient,ambient,image,1,0.0485,80.34007506713286,48.93063303460828,6.6346180820195455,17.112698715814627,236.56493678779594,80.34007506713286,1.0854552990666937,21.237788045031948,14.99618875719829,53.50928706503058,13.106667544355256
extra_new_pure_jpg/extra_new_pure/IMG_4938.jpg,IMG_4938.jpg,train,0,100_0,pure_new_01,ambient,ambient,image,1,0.0215,97.509027666537,64.05364729932798,14.410837013814199,17.769384501552285,223.57801475243522,97.509027666537,1.4969751459649776,37.74724816257566,23.703482145771126,68.39533704051199,22.608382673184146
extra_new_pure_jpg/extra_new_pure/IMG_4952.jpg,IMG_4952.jpg,train,0,100_0,pure_new_02,ambient,ambient,image,1,0.0552,111.4899322573596,70.10363271209899,14.536604364843992,17.175502049226022,222.96342164999487,111.4899322573596,0.607029804489892,16.708986974189713,12.889387396154325,76.16342224461975,11.09931930588403
extra_new_pure_jpg/extra_new_pure/IMG_4953.jpg,IMG_4953.jpg,train,0,100_0,pure_new_02,ambient,ambient,image,1,0.055,111.48084465005223,70.10206387106402,14.555797642142963,17.174347112371287,222.93377257125803,111.48084465005223,0.6071958524691409,16.836046645107434,12.934559909660653,76.16172213102521,11.154446941607617
extra_new_pure_jpg/extra_new_pure/IMG_4954.jpg,IMG_4954.jpg,train,0,100_0,pure_new_02,ambient,ambient,image,1,0.0546,111.40835187069776,70.03445097880287,14.497515843067326,17.17374688917508,223.0306759608659,111.40835187069776,0.607377325060827,16.732170544264132,12.908306276510125,76.0932526995506,11.111486915965484
extra_new_pure_jpg/extra_new_pure/IMG_4955.jpg,IMG_4955.jpg,train,0,100_0,pure_new_02,ambient,ambient,image,1,0.0351,112.13805831461278,74.22527543170253,21.737102689915215,17.449898663574757,209.47367006169014,112.13806766514799,0.8754495033324604,30.48329496444863,18.426732121412076,79.53020807278456,18.372284066848742
extra_new_pure_jpg/extra_new_pure/IMG_4956.jpg,IMG_4956.jpg,train,0,100_0,pure_new_02,ambient,ambient,image,1,0.0365,115.19478810213214,75.32925218737275,21.13677913441009,17.288559967422827,212.5089373496849,115.19480610057077,0.9314527133143431,31.09506721252298,19.286634647408643,81.06873603714878,19.410734751040184
extra_new_pure_jpg/extra_new_pure/IMG_4958.jpg,IMG_4958.jpg,train,0,100_0,pure_new_02,ambient,ambient,image,1,0.034,111.56055142853006,73.24402546688485,25.489496599427525,16.640396097909456,205.4250932804302,111.56055866892567,1.3408137417820718,42.080357733652384,27.062278169352307,79.24720400055992,28.056224379594397
extra_new_pure_jpg/extra_new_pure/IMG_4959.jpg,IMG_4959.jpg,train,0,100_0,pure_new_02,ambient,ambient,image,1,0.0558,100.90584324980098,63.614716224036286,17.297187062130796,16.55330364512803,218.36192193921164,100.90584324980098,0.9941084072943693,34.76866080412442,25.44321751019275,69.48260566876306,24.279714560734355
extra_new_pure_jpg/extra_new_pure/IMG_4961.jpg,IMG_4961.jpg,train,0,100_0,pure_new_02,ambient,ambient,image,1,0.0558,110.5869462587305,72.15099942201037,18.512670915062,17.494797358013834,216.50100081918632,110.5869462587305,0.8319633042507947,32.76808069947051,17.64664939280619,77.49732256968599,18.223372842752163
extra_new_pure_jpg/extra_new_pure/IMG_4962.jpg,IMG_4962.jpg,train,0,100_0,pure_new_02,ambient,ambient,image,1,0.0368,125.48889032324118,83.37345785489647,27.855944784361206,17.03925723303056,203.46428945031417,125.48889032324118,0.9116836879540235,33.33527298598609,23.39139090987291,89.66889312764721,23.351555593546834
extra_new_pure_jpg/extra_new_pure/IMG_4963.jpg,IMG_4963.jpg,train,0,100_0,pure_new_02,ambient,ambient,image,1,0.0272,116.40633128345634,76.86882094857604,26.508032540539887,16.78356799295116,203.55859349068504,116.40633430093965,1.093459745076956,36.894735363620754,25.634553285666524,82.95768583170891,25.485509900023132
extra_new_pure_jpg/extra_new_pure/IMG_4964.jpg,IMG_4964.jpg,train,0,100_0,pure_new_02,ambient,ambient,image,1,0.0262,116.52247695092557,78.48581727687964,29.015378555059854,16.984336946361076,197.26983595999513,116.52252071993772,1.137172037027158,37.243634092338056,23.526558355384026,84.205476753965,24.143210976397
extra_new_pure_jpg/extra_new_pure/IMG_4968.jpg,IMG_4968.jpg,train,0,100_0,pure_new_02,ambient,ambient,image,1,0.1254,110.53608777274502,67.79875211941571,21.604958566362804,15.54593729341214,209.38851562760533,110.53608777274502,0.8305982555717699,28.0504258412273,23.53546663635575,75.32598297405437,20.893205655152123
extra_new_pure_jpg/extra_new_pure/IMG_4969.jpg,IMG_4969.jpg,train,0,100_0,pure_new_02,ambient,ambient,image,1,0.0864,126.99317242891269,81.50468885390003,25.992007926587952,16.440824395516998,206.17810716648208,126.9932246274684,0.8319672568768693,25.456232444901623,27.00318630763308,88.78644526886526,23.653107982831028
extra_new_pure_jpg/extra_new_pure/IMG_4970.jpg,IMG_4970.jpg,train,0,100_0,pure_new_02,ambient,ambient,image,1,0.1154,136.01771943330226,99.06312548113934,52.59323636265413,17.74347836285743,173.26961573537994,136.09022779792966,4.742968494774188,79.43599116780697,33.74816758117868,104.83020677174075,43.76061098815519
extra_new_pure_jpg/extra_new_pure/IMG_4971.jpg,IMG_4971.jpg,train,0,100_0,pure_new_02,ambient,ambient,image,1,0.1008,113.996737776628,75.68571203109606,29.959763200005206,16.53891767401033,195.16074463299174,113.99677031750952,1.4487675877107153,55.669221785564424,22.96285143277847,81.93364751554438,26.30969257079776
extra_new_pure_jpg/extra_new_pure/IMG_4976.jpg,IMG_4976.jpg,train,0,100_0,pure_new_03,ambient,ambient,image,1,0.1167,98.53953453389072,60.53793255668954,18.574407588268663,15.586850150110676,212.1283641345492,98.53953453389072,1.187412765186949,31.927123266656512,27.394563963203893,67.12002035684938,23.850020481949002
extra_new_pure_jpg/extra_new_pure/IMG_4977.jpg,IMG_4977.jpg,train,0,100_0,pure_new_03,ambient,ambient,image,1,0.1212,108.08409340027336,68.0832435687511,21.60905178829993,16.070520454145637,209.3498484376903,108.08412520129369,1.0752953401362797,33.55677155417002,26.173068675550166,74.75402452061654,24.052687174122358
extra_new_pure_jpg/extra_new_pure/IMG_4978.jpg,IMG_4978.jpg,train,0,100_0,pure_new_03,ambient,ambient,image,1,0.1109,111.29429129710584,71.73270226131675,24.33872139900445,16.47782413229446,205.9306907562292,111.29434304855987,1.3019785458770308,42.722848662298226,23.236600125036116,78.166048236791,24.55004530271002
extra_new_pure_jpg/extra_new_pure/IMG_4979.jpg,IMG_4979.jpg,train,0,100_0,pure_new_03,ambient,ambient,image,1,0.1014,120.41678464353727,81.99867569277367,35.34723545810351,16.86470223716506,190.39219394912135,120.41682185681302,1.7827615819917872,56.94353828158616,25.182552782445473,88.18074083542186,31.122346413080038
extra_new_pure_jpg/extra_new_pure/IMG_4980.jpg,IMG_4980.jpg,train,0,100_0,pure_new_03,ambient,ambient,image,1,0.1006,106.76630056875199,71.37609448277155,28.796357933058943,16.68826163406349,197.9946711599459,106.76637475024883,1.774711198059291,53.65276565452561,26.563701088912733,77.08194609858313,31.157550304756978
extra_new_pure_jpg/extra_new_pure/IMG_4981.jpg,IMG_4981.jpg,train,0,100_0,pure_new_03,ambient,ambient,image,1,0.1877,102.70772200114223,61.08856143705542,16.353233300400742,15.487295025197584,219.10342523726106,102.70772200114223,0.9936851102807386,31.387385299013783,24.50765291721245,68.44469443695534,21.668401924283316
extra_new_pure_jpg/extra_new_pure/IMG_4982.jpg,IMG_4982.jpg,train,0,100_0,pure_new_03,ambient,ambient,image,1,0.1234,114.69424743159843,73.55813327716945,25.283143060449042,16.265309254617076,205.12026358048766,114.69424809599772,1.0957717869462853,43.76362879965495,23.910478006062398,80.35613463121521,24.938080167871174
extra_new_pure_jpg/extra_new_pure/IMG_4984.jpg,IMG_4984.jpg,train,0,100_0,pure_new_03,ambient,ambient,image,1,0.1448,112.63173334601906,74.7424865384049,29.29745594541513,16.64243239753444,197.5584528849835,112.63180923385005,1.6186598243513064,51.357746058836916,23.81477389897184,80.89246467817897,27.74009484198372
extra_new_pure_jpg/extra_new_pure/IMG_4985.jpg,IMG_4985.jpg,train,0,100_0,pure_new_03,ambient,ambient,image,1,0.1691,115.53958161861244,74.3180992558455,26.710697384764693,16.07121388415867,203.54694653174914,115.53960198913282,1.1810973932317441,39.33262964616612,31.372306457086623,81.22395059081784,30.05657173270599
extra_new_pure_jpg/extra_new_pure/IMG_4986.jpg,IMG_4986.jpg,train,0,100_0,pure_new_03,ambient,ambient,image,1,0.0554,87.45019254372393,51.99093023565693,11.248380663605905,15.96501641174302,223.14324335128236,87.45019254372393,0.7240323634458729,15.641987679223531,10.755062049956491,57.93774789726856,8.72328431555622
extra_new_pure_jpg/extra_new_pure/IMG_4987.jpg,IMG_4987.jpg,train,0,100_0,pure_new_03,ambient,ambient,image,1,0.1218,128.57847038882463,95.03852367534267,52.20456610799742,18.13274037833697,171.40981209703585,128.5787591699797,3.5401162799369654,83.21046884051616,33.78684937565387,100.19808165842507,44.82123397143956
extra_new_pure_jpg/extra_new_pure/IMG_4991.jpg,IMG_4991.jpg,train,0,100_0,pure_new_03,ambient,ambient,image,1,0.1413,113.85316299937895,72.27304180766039,26.2765510276338,15.760201173609458,202.037228726152,113.85316299937895,0.9279441868356304,36.80665074148023,23.930412024720667,79.47985942224983,24.121606107644528
extra_new_pure_jpg/extra_new_pure/IMG_4992.jpg,IMG_4992.jpg,train,0,100_0,pure_new_03,ambient,ambient,image,1,0.1112,133.80231008637367,94.53639854376311,44.70667923976997,17.563033010299023,189.52695248340925,133.80430156558748,2.6953779150253214,78.03412089912726,38.10255880760718,100.61280301990594,47.68729144435098
extra_new_pure_jpg/extra_new_pure/IMG_4993.jpg,IMG_4993.jpg,train,0,100_0,pure_new_03,ambient,ambient,image,1,0.1105,136.24952498292907,98.1977963661194,49.09855268236202,18.125143989549624,183.35513166879434,136.25659308850163,3.6744770726141214,83.31528299408518,36.69815301962083,103.99820087284387,48.09875606103586
extra_new_pure_jpg/extra_new_pure/IMG_4994.jpg,IMG_4994.jpg,train,0,100_0,pure_new_03,ambient,ambient,image,1,0.0824,123.73044980459512,78.37026460558086,21.92462698827571,16.6219022726707,216.0782007816195,123.73051950314888,1.3403353900110009,42.58118972102836,24.625629588304257,85.51656286560625,26.3855440722163
extra_new_pure_jpg/extra_new_pure/IMG_5042.jpg,IMG_5042.jpg,train,0,100_0,pure_new_04,ambient,ambient,image,1,0.1099,121.24412623145219,77.48315389075832,25.17607686067659,16.42304193411409,210.70148875023042,121.24415832141155,1.3891032340732747,48.956010480064805,27.31040658907972,84.61860859428813,30.01906886908257
extra_new_pure_jpg/extra_new_pure/IMG_5043.jpg,IMG_5043.jpg,train,0,100_0,pure_new_04,ambient,ambient,image,1,0.1052,115.44594347114213,72.55258754850168,24.000414587559412,15.975395163508814,211.8347065896822,115.445975422439,1.5177516822400343,48.103532679941914,30.13577112917611,79.8539397117993,31.75986064385979
extra_new_pure_jpg/extra_new_pure/IMG_5044.jpg,IMG_5044.jpg,train,0,100_0,pure_new_04,ambient,ambient,image,1,0.1214,112.83823263068547,71.05340749971617,24.30983567339039,15.889126844247892,210.9591048673547,112.83825425616462,1.5751919364112614,49.52014053660319,31.66373399675228,78.22489281871901,33.12421173010401
extra_new_pure_jpg/extra_new_pure/IMG_5045.jpg,IMG_5045.jpg,train,0,100_0,pure_new_04,ambient,ambient,image,1,0.1071,107.76649092377966,65.23784636472584,17.872200844637927,15.692098461962576,220.85307741493318,107.76652691469769,1.5696814150018266,38.33351824009228,31.427310334708046,72.56010981058822,29.6153512376088
extra_new_pure_jpg/extra_new_pure/IMG_5046.jpg,IMG_5046.jpg,train,0,100_0,pure_new_04,ambient,ambient,image,1,0.1335,113.18197065427265,70.1061559455436,19.06467925065958,16.27540913534998,218.91047047494584,113.1819792521335,1.0952578007764464,41.74082645520107,23.000518390295852,77.18376944958952,25.04681195883305
extra_new_pure_jpg/extra_new_pure/IMG_5047.jpg,IMG_5047.jpg,train,0,100_0,pure_new_04,ambient,ambient,image,1,0.1352,113.80193350710674,70.8836171153656,19.483593942882862,16.37354952086949,219.29243248587966,113.8019959878848,1.3660826071700545,42.410579464144696,26.660350111304613,77.86987801689651,28.126829043419075
extra_new_pure_jpg/extra_new_pure/IMG_5048.jpg,IMG_5048.jpg,train,0,100_0,pure_new_04,ambient,ambient,image,1,0.1384,116.76258834681123,73.35194170443437,21.80594922835392,16.302220444918394,216.61619953197666,116.76271512781777,1.3908628503383589,43.798069758438025,30.881249056316975,80.46362510737877,31.693543511693314
extra_new_pure_jpg/extra_new_pure/IMG_5050.jpg,IMG_5050.jpg,train,0,100_0,pure_new_04,ambient,ambient,image,1,0.1771,112.74064044564984,70.04169538121809,19.937866805237533,16.193962163483985,218.13074105773293,112.74068444375283,1.3034645867049441,42.12916161139345,30.149530214626544,77.09950796226723,29.754880443849544
extra_new_pure_jpg/extra_new_pure/IMG_5051.jpg,IMG_5051.jpg,train,0,100_0,pure_new_04,ambient,ambient,image,1,0.1254,103.93087949378115,63.50785767957304,17.31290966627669,16.05901744835826,218.69526812766122,103.93090826810608,1.2290219892530916,41.8781495443341,19.727787638604422,70.33771313436759,21.614996518221133
extra_new_pure_jpg/extra_new_pure/IMG_5052.jpg,IMG_5052.jpg,train,0,100_0,pure_new_04,ambient,ambient,image,1,0.1402,122.24703527478854,79.22770634300238,24.133910558564292,17.090620421556192,214.3577007962104,122.24792638915544,1.8851451321998307,53.71470298607798,26.159874553057744,85.82792014023788,31.22869348255975
extra_new_pure_jpg/extra_new_pure/IMG_5053.jpg,IMG_5053.jpg,train,0,100_0,pure_new_04,ambient,ambient,image,1,0.0975,120.060142504782,76.2593428824609,24.713662500809974,16.267127039975225,211.5013721155489,120.06020730263374,1.6385432481210498,46.98134390280027,29.298083043856955,83.49006278659374,30.980570726868592
extra_new_pure_jpg/extra_new_pure/IMG_5055.jpg,IMG_5055.jpg,train,0,100_0,pure_new_04,ambient,ambient,image,1,0.1512,108.09026666146097,66.34085392834368,17.37364218257222,16.251369747133616,220.58039916795724,108.09028021794488,1.1805380177412914,40.471523899741605,21.37004426220264,73.26189988157056,23.283361845799174
extra_new_pure_jpg/extra_new_pure/IMG_5056.jpg,IMG_5056.jpg,train,0,100_0,pure_new_04,ambient,ambient,image,1,0.1472,103.8563839240201,62.01181169258402,15.145706325511796,15.753703758382308,224.83375830988396,103.85639005215039,1.5751615662551735,37.44965757594995,27.57281130211053,69.18330129063995,26.268799513651594
extra_new_pure_jpg/extra_new_pure/IMG_5057.jpg,IMG_5057.jpg,train,0,100_0,pure_new_04,ambient,ambient,image,1,0.0569,108.23154464936779,72.15091408494952,23.19972965105387,17.297941543525315,206.86160180309489,108.23154609046026,1.107383548280275,40.45240545305349,21.01227844912671,77.32526753881582,22.257877116885776
extra_new_pure_jpg/extra_new_pure/IMG_5059.jpg,IMG_5059.jpg,train,0,100_0,pure_new_04,ambient,ambient,image,1,0.0456,107.41690475420381,70.2449696146396,19.77269378528637,17.1906029993639,215.0243406322886,107.41690834797797,1.2549271305309782,40.035375895863055,24.772367337228992,75.59850175555867,24.90811824822078
