rel_path,file_name,split,cls,ratio,pile_id,illum,illum_method,mean_R,mean_G,mean_B,mean_H,mean_S,mean_V,hue_std,sat_std,val_std,bright,contrast,roi_ok,source,frame_idx
pure/IMG (74).MOV#f00300,IMG (74).MOV,train,0,100_0,pure_C,ambient,ambient,138.81714755002182,104.92536927706692,27.66563483494521,20.76944591210861,206.19545266591624,138.81714755002182,1.3058268252295735,26.182468302464823,18.79198471275888,106.188543796375,19.17660453194078,1,frame,300
pure/IMG (74).MOV#f00350,IMG (74).MOV,train,0,100_0,pure_C,ambient,ambient,136.49194752981575,102.55598572379166,27.5058933565376,20.562425838634173,205.65897172212576,136.49194752981575,1.285675305999204,26.070817902401902,19.704238564906436,104.08229294146662,19.752410385474796,1,frame,350
pure/IMG (74).MOV#f00500,IMG (74).MOV,train,0,100_0,pure_C,ambient,ambient,137.8291826076837,103.57184004189516,28.052856290822337,20.571789127620267,205.0287811122587,137.8291826076837,1.280187161369893,29.020329880562013,16.821479520696617,105.14079251705628,18.02903119925721,1,frame,500
pure/IMG (74).MOV#f00700,IMG (74).MOV,train,0,100_0,pure_C,ambient,ambient,141.63935215352012,107.24345314618812,29.93313139495976,20.65836018996296,203.06464376075,141.63935215352012,1.4589930929571937,25.92285003657109,18.645851641220336,108.649977399339,19.528696445712576,1,frame,700
pure/IMG (74).MOV#f00850,IMG (74).MOV,train,0,100_0,pure_C,ambient,ambient,148.68639069622242,114.47639577409969,26.02974608637924,21.52350741034188,212.58943880565167,148.68639069622242,1.6119499152602008,30.61985664870112,20.376749334278653,114.54808868305156,21.972467252923263,1,frame,850
pure/IMG (74).MOV#f00900,IMG (74).MOV,train,0,100_0,pure_C,ambient,ambient,151.87177485039615,118.1246687623548,26.25229482338106,21.866160919230744,212.74189379303849,151.87177485039615,1.480197630146587,28.61023217218796,18.405832421232915,117.66481330649776,20.063527313972777,1,frame,900
pure/IMG (74).MOV#f00950,IMG (74).MOV,train,0,100_0,pure_C,ambient,ambient,152.44177617275795,119.32252047119428,25.286224969048416,22.11911961417566,214.20262084394096,152.44177617275795,1.4744319827824195,24.53882890402189,17.616745944481984,118.43419842868856,19.03174889778736,1,frame,950
pure/IMG (74).MOV#f01000,IMG (74).MOV,train,0,100_0,pure_C,ambient,ambient,154.8616585392066,122.3402204041788,25.66168272007953,22.396624529256616,214.0567310146563,154.8616585392066,1.3200326254057984,23.367740786401068,16.079379722428563,120.96721252748335,17.547293589784537,1,frame,1000
pure/IMG (74).MOV#f01050,IMG (74).MOV,train,0,100_0,pure_C,ambient,ambient,148.6874265336792,114.95098773453424,23.73809039643295,21.779127381300743,215.51242169792133,148.6874265336792,1.590875939973558,23.76997691253881,18.27966870184282,114.5670434424644,19.26454815979618,1,frame,1050
pure/IMG (74).MOV#f01100,IMG (74).MOV,train,0,100_0,pure_C,ambient,ambient,152.16575052854122,119.18254128749578,25.51412813677728,22.157784110059136,213.64626037932408,152.16575052854122,1.2411759191879848,24.59628713717785,15.584294395992526,118.2893219352269,17.075725042249072,1,frame,1100
pure/IMG (74).MOV#f01250,IMG (74).MOV,train,0,100_0,pure_C,ambient,ambient,159.59191888715978,128.8325499412456,32.53565757296662,22.733421729602693,204.2031711499984,159.59191888715978,0.9782816177920688,25.057408923678697,11.856636680946366,126.97445771270684,14.18980437099125,1,frame,1250
adulterated/ratio_95_5/IMG (79).MOV#f00000,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,136.9904805867886,68.36273040113998,12.921769752473642,13.271602784497835,231.7934413929282,136.9904805867886,2.31781052186674,19.725891157936413,24.20929955180778,82.49543095955254,17.985225445655736,1,frame,0
adulterated/ratio_95_5/IMG (79).MOV#f00010,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,51.088780687081474,45.28981246860216,48.31487554031897,82.34042717631927,61.98663762883468,56.54454353742623,68.59721892870137,27.03506809863072,23.355537696309685,47.30707231303445,11.946013176148856,1,frame,10
adulterated/ratio_95_5/IMG (79).MOV#f00020,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,147.497584458032,99.21208358219216,18.961314089205327,18.5021176275124,223.130043956705,147.497584458032,2.059332861272549,20.82006828158705,25.580222416079145,104.44117979853534,24.228763423984248,1,frame,20
adulterated/ratio_95_5/IMG (79).MOV#f00030,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,137.2741158020157,73.96526177148502,15.060530094470602,14.259186527670757,227.83172827227085,137.2741158020157,1.6474213587169109,20.71356370976416,23.607993683204448,86.10489529480056,19.026579628089483,1,frame,30
adulterated/ratio_95_5/IMG (79).MOV#f00040,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,47.14013721802139,34.86958922958456,49.72445781839757,146.72513475642853,86.06058674274462,53.96169856217731,30.9795133144833,29.863026447195317,23.637003825671915,40.17012446823283,10.90317120932454,1,frame,40
adulterated/ratio_95_5/IMG (79).MOV#f00050,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,137.59843336416483,70.8040051846849,16.763443292118936,15.774461527423146,225.16348758966743,137.59843336416483,20.18987005781875,28.36028976058512,24.682819004557977,84.54145954183232,19.31444235284676,1,frame,50
adulterated/ratio_95_5/IMG (79).MOV#f00060,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,121.84687264657408,86.87230258774574,16.14731465231498,19.892083471790617,222.08508652258203,121.84864434317814,1.934210377611653,18.324007868019,23.97547823655658,89.20164779473033,21.45702932577823,1,frame,60
adulterated/ratio_95_5/IMG (79).MOV#f00070,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,41.971588125796025,32.99673319660086,48.445263375985945,141.314196139904,83.80512088296845,50.3624208394432,26.151922580504536,34.06323588709353,24.14232309908096,37.37292793277516,11.323238045847951,1,frame,70
adulterated/ratio_95_5/IMG (79).MOV#f00080,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,139.23356997857496,72.1429354403707,21.0928686578727,17.115425230122362,217.6773882980348,139.23661256025292,25.6510969673056,29.44245097055384,23.341716010258125,86.30824583031298,18.237942151457503,1,frame,80
adulterated/ratio_95_5/IMG (79).MOV#f00090,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,99.45246123072737,101.13104453491518,18.029273579005583,30.270407169968006,211.8164229068211,103.08726252151456,2.9204330440273587,17.086893924632204,23.782058849075717,91.09050154973716,21.51030671829807,1,frame,90
adulterated/ratio_95_5/IMG (79).MOV#f00100,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,52.74769618547481,35.02584171097024,46.90360487764005,140.3173287550595,99.35671034608946,57.24861873729247,55.05061722425138,22.387686765502732,23.88335049072669,41.61754541366061,12.863907707552649,1,frame,100
adulterated/ratio_95_5/IMG (79).MOV#f00110,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,103.24483289592536,80.620614362629,34.777199308682015,25.176383880626737,173.48559576389923,104.04579803842078,26.020431286150853,40.195017882534,19.54467215035718,82.08727178327324,18.63652744292961,1,frame,110
adulterated/ratio_95_5/IMG (79).MOV#f00120,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,107.50318227727772,111.1529386863916,20.042745373258477,30.89429418055432,211.0074785372664,112.31100911980512,2.723179789852617,17.22468211298949,27.343902609041866,99.6111272019725,24.36696607393477,1,frame,120
adulterated/ratio_95_5/IMG (79).MOV#f00130,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,68.76781791631143,44.25390765337037,47.95805204484887,79.38515833480793,108.82915712654096,72.04473805093667,80.82097268517731,13.377851971816478,22.045670300506828,51.93794226414217,13.17156255487708,1,frame,130
adulterated/ratio_95_5/IMG (79).MOV#f00140,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,87.09833477272768,106.2780695307932,42.4104920225368,39.91270117994575,154.176337429796,106.75905253878766,11.909389763872111,38.00718802864208,28.3814524176827,93.19582557759053,22.3251436264119,1,frame,140
adulterated/ratio_95_5/IMG (79).MOV#f00150,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,137.5924091009961,124.95259702418862,22.918553987323843,26.54135627285668,213.792351728132,138.19961426671887,2.4014563646111924,16.54214082186818,25.12045190965589,117.02427521654649,24.97553764322262,1,frame,150
adulterated/ratio_95_5/IMG (79).MOV#f00160,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,99.73810667597004,54.75472856096487,38.48438730087987,21.657276823795232,162.57131062649893,100.32286093692632,42.66885651805931,24.70163615387797,21.70044804971837,66.28407714746534,15.598225810626996,1,frame,160
adulterated/ratio_95_5/IMG (79).MOV#f00170,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,92.21772595739044,116.28478606000512,51.19851284155066,42.464085785716,144.3224837974418,116.72829004372804,11.83218783308083,35.92026189560372,25.878380327207093,101.60474220317998,19.947080264106724,1,frame,170
adulterated/ratio_95_5/IMG (79).MOV#f00180,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,158.85535718662356,133.2798880979808,24.184118386454116,24.15094693057243,216.9996953856173,158.96526520708525,2.2812669723474635,17.318739385469865,24.226242335724574,128.4277906353836,25.109781441953583,1,frame,180
adulterated/ratio_95_5/IMG (79).MOV#f00190,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,136.90036951915943,77.02943680756732,17.22765672967229,16.760619102577323,223.9867591739534,136.90036951915943,17.52205095853287,29.02046303900621,24.056465376829465,88.03884773881548,18.73893723270334,1,frame,190
adulterated/ratio_95_5/IMG (79).MOV#f00200,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,70.68575716080485,81.40385676396099,64.18730265825562,48.26719822915905,67.5053078697395,84.16049741752362,24.4668713054348,27.59950655291836,24.24257838882465,76.17776710516695,15.181310970210696,1,frame,200
adulterated/ratio_95_5/IMG (79).MOV#f00210,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,158.96492934341546,131.07882202527406,24.025703989488463,23.66370976052764,217.107933246596,159.00023831300155,2.1999783761935148,18.900749399723743,23.80838385711183,127.15147206585168,24.52817283121074,1,frame,210
adulterated/ratio_95_5/IMG (79).MOV#f00220,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,146.51411456856485,86.00592845783044,17.61389820374046,16.077912911617126,225.0602785620061,146.51421936064503,8.370980940572203,24.979570363904816,24.37113780311989,96.22577299569735,20.25750329156603,1,frame,220
adulterated/ratio_95_5/IMG (79).MOV#f00230,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,51.65863021078861,49.50178955961557,69.13573715237456,125.66824406340903,72.47574033892403,69.13943289274633,10.835678534189723,27.31539515907627,25.093253761255763,52.32395217547704,10.725543353039034,1,frame,230
adulterated/ratio_95_5/IMG (79).MOV#f00240,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,150.8934567434579,102.01007696965034,21.6304720872122,18.59849673355656,219.13513676245785,150.89350357418823,5.218124650154403,28.76157258673084,21.32117736746319,107.40153337191292,19.526716683167937,1,frame,240
adulterated/ratio_95_5/IMG (79).MOV#f00250,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,146.55659701191198,93.52083080961032,18.865011104381185,17.352193956524665,222.64787670771923,146.55659701191198,3.1704057428027603,22.769253325463566,22.24616802079985,100.80354667205062,19.620855017503708,1,frame,250
adulterated/ratio_95_5/IMG (79).MOV#f00260,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,46.15056421936671,41.2272921179927,70.80232661661276,126.66321556815149,104.82263814286138,70.80233403567082,6.530197238252112,19.153495231859612,24.534958958591,46.01020305961955,9.428238024289035,1,frame,260
adulterated/ratio_95_5/IMG (79).MOV#f00270,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,146.67085647244383,80.3619957227852,28.404934919127232,16.883050613708456,206.1705447135995,146.6977531996558,24.352922406552363,28.49226077756312,22.71273706810136,94.188415002496,17.51496327164999,1,frame,270
adulterated/ratio_95_5/IMG (79).MOV#f00280,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,121.3381892432686,109.86133929723452,21.592933022850016,26.53268779018209,210.79393820235077,121.84480544615592,2.8663506778420245,23.93058510710702,21.083176672104333,103.15888922340258,21.077745172590166,1,frame,280
adulterated/ratio_95_5/IMG (79).MOV#f00290,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,44.82207223075514,37.41887678176376,68.07848114516003,128.9224247084661,112.69835879453024,68.07848114516003,5.790574643232245,18.675737236649592,24.658800604925386,43.0701815129366,10.301455124361272,1,frame,290
adulterated/ratio_95_5/IMG (79).MOV#f00300,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,132.65146556212832,79.08000203577483,42.95320849857691,18.625789352114666,173.52988282549887,132.77685167422905,31.34565061026914,26.53981321269441,21.682740032405057,90.91655867925192,16.9586369308,1,frame,300
adulterated/ratio_95_5/IMG (79).MOV#f00310,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,101.82487808566135,120.3808074698522,22.02736173590897,35.47453596945526,209.2565777038521,120.38654594941973,2.846359344452033,16.570853558365677,25.572256595809755,103.56058481079651,20.892776249514508,1,frame,310
adulterated/ratio_95_5/IMG (79).MOV#f00320,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,59.94607167974191,45.7087964216625,63.43177138226144,151.6610670723986,74.24484766545038,66.16970218834196,11.315651450311544,21.77660454085672,23.636820970084244,51.9204186156151,10.83612172871663,1,frame,320
adulterated/ratio_95_5/IMG (79).MOV#f00330,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,92.11819692307692,97.80108923076924,54.042504615384615,35.350549743589745,119.07958974358976,99.67486974358974,16.20500907064952,30.910613625476355,22.981381696393736,91.05396717948716,18.759068872932783,1,frame,330
adulterated/ratio_95_5/IMG (79).MOV#f00340,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,117.45837362292252,125.74180571740264,23.47670641906132,32.34522599360325,208.901319432392,125.88622426631623,3.0435285400435017,19.644257015410133,28.073749107537324,111.54138670567524,24.22548268497724,1,frame,340
adulterated/ratio_95_5/IMG (79).MOV#f00350,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,69.25896160949435,47.00943097249391,58.75415214136624,146.20263149267268,90.90288393237677,73.53851617909012,53.7295544351013,13.913326035136528,24.669980949400564,54.94095970800048,13.71661981386388,1,frame,350
adulterated/ratio_95_5/IMG (79).MOV#f00360,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,83.01095918864976,113.02649486584365,61.22057681366218,48.843189227754245,120.39804613064328,113.82293256509136,12.065382549293584,32.79543857286274,29.08959827851957,98.08320765111218,22.435197972167384,1,frame,360
adulterated/ratio_95_5/IMG (79).MOV#f00370,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,141.21327503326907,130.5635439015779,24.30555932755764,27.209257851045145,212.5794089423608,142.00579379520744,2.459172433793442,19.739940059656647,25.09339160345336,121.56052252790528,24.749619905304165,1,frame,370
adulterated/ratio_95_5/IMG (79).MOV#f00380,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,107.10748913643503,61.37156223018019,26.056797218172463,20.02146999013904,195.7189108597904,107.32363515407154,31.152287799301792,33.56268079049727,22.763776077358795,70.95626029148796,16.709354902371004,1,frame,380
adulterated/ratio_95_5/IMG (79).MOV#f00390,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,83.22729687056615,109.75523573225064,57.906056350667335,46.44456490367708,124.48379257405212,110.52732767255785,12.27012610448192,31.11316030143812,26.68041026473976,95.85114149270818,20.25621910242134,1,frame,390
adulterated/ratio_95_5/IMG (79).MOV#f00400,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,152.46062290854618,131.23101574785545,25.232006975860244,24.820890813378348,214.75552193495656,152.63354126762908,2.536116450333986,24.340718757427343,29.63442039925387,125.4260218467646,29.89675690230063,1,frame,400
adulterated/ratio_95_5/IMG (79).MOV#f00410,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,135.30970139447362,79.01614971800412,17.343977167005693,16.699767675334165,224.00594740632116,135.31127300250722,14.336981179227328,29.32735907672808,28.079148409860107,88.74805651481464,22.82096696243312,1,frame,410
adulterated/ratio_95_5/IMG (79).MOV#f00420,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,60.24752509844504,66.86137056997326,63.496179122931984,69.98985579313774,45.44962167538,71.47903288669077,41.42540035182568,26.56345364824779,25.49291579276813,64.42414020186273,15.50130948561457,1,frame,420
adulterated/ratio_95_5/IMG (79).MOV#f00430,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,148.2820142637742,113.338126748775,21.835554881401567,21.52881872872013,218.97766714429272,148.28732864374965,2.181399747487721,24.31994853310608,27.63180275470461,113.29101512241763,26.67539896375784,1,frame,430
adulterated/ratio_95_5/IMG (79).MOV#f00440,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,138.72356390061913,80.31517874269892,16.661699661113072,15.529386417278507,225.8092030458123,138.72356946069996,5.864267094977428,25.04772096494674,28.177438080190388,90.45052501063364,23.257838935413663,1,frame,440
adulterated/ratio_95_5/IMG (79).MOV#f00450,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,51.04359066490224,46.14553299388586,58.73338474706489,136.80563856730964,56.1861293931719,59.99809827617938,24.807782957425733,29.351134280947885,24.40810036487859,48.97908688044262,12.171623076464366,1,frame,450
adulterated/ratio_95_5/IMG (79).MOV#f00460,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,144.71126342537494,91.09069749081095,19.680258960240717,17.644388756166244,221.401405917838,144.71193597342557,10.834722407620692,29.1824578241629,23.942043918565226,98.91635256723288,20.088568913670397,1,frame,460
adulterated/ratio_95_5/IMG (79).MOV#f00470,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,133.01699444406424,92.10360606984428,16.734994929353135,19.318377517436183,223.7128800652029,133.01709399050577,2.725041149201841,19.13089383604156,23.363395802811684,95.6815260469486,20.188646419835507,1,frame,470
adulterated/ratio_95_5/IMG (79).MOV#f00480,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,52.31276457015058,46.568883678661074,63.7126375426944,137.21170341791697,66.4948935638296,64.54866063736702,17.205300864437167,31.26126949762841,29.98922059831045,50.17506478062426,14.599105911630604,1,frame,480
adulterated/ratio_95_5/IMG (79).MOV#f00490,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,142.64633939678018,79.2278029169446,23.097849249130142,16.73372153815645,214.6404910851106,142.6612125691828,20.85412195535145,29.6012725902877,22.917052059673416,91.7183471849141,17.750857672191383,1,frame,490
adulterated/ratio_95_5/IMG (79).MOV#f00500,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,111.95543350448077,108.67857638457774,20.26366683951825,28.76890351229559,211.8278325141142,113.43777707987934,2.870383157542831,22.75323896031842,23.549049885466687,99.52193997911174,22.94399471717222,1,frame,500
adulterated/ratio_95_5/IMG (79).MOV#f00510,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,56.42435137463316,46.36075177760582,55.4848885254997,125.24917872421194,61.97374107546977,61.27260515980202,60.8590188810718,25.76076044020008,23.24127702362258,50.34769166751836,13.816021509798317,1,frame,510
adulterated/ratio_95_5/IMG (79).MOV#f00520,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,123.27892532291138,85.61202614837273,30.3261255893023,20.9900208556056,193.68182758197656,123.49103208959149,22.140620247197266,37.094810445729294,22.04996014529481,90.5066404949263,19.35911286123538,1,frame,520
adulterated/ratio_95_5/IMG (79).MOV#f00530,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,102.00899225951554,112.69292931780312,19.353398671887184,33.20632946719528,211.61062818587013,112.75404877408128,1.8493502980702905,11.892237562621055,20.360545542548,98.80263406305664,17.017989470350265,1,frame,530
adulterated/ratio_95_5/IMG (79).MOV#f00540,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,67.20397011302863,46.48005771374547,49.54103814187139,80.74501883810518,94.94746496959092,69.95680288427619,80.83836282014221,14.841978070265828,21.066315659145687,52.96243314942075,13.387657888596836,1,frame,540
adulterated/ratio_95_5/IMG (79).MOV#f00550,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,90.67583272439944,103.0623490047864,44.89225540960565,38.173988441327324,153.51671742087063,104.44911701670168,15.363356756574726,41.951612402969566,29.821143618056052,92.66307483069306,24.48339491778779,1,frame,550
adulterated/ratio_95_5/IMG (79).MOV#f00560,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,125.6256499196862,120.10718140671707,22.453467396991616,28.21124173536332,212.5771799065506,126.72084828926135,2.6514335473116,23.511483783230357,27.23265785695164,110.56825940439732,26.839266476939105,1,frame,560
adulterated/ratio_95_5/IMG (79).MOV#f00570,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,82.9229491151154,51.37225539274012,41.78611626236748,27.7122561788278,139.1177094834332,84.54282212622424,50.40333286717218,24.633399240238735,21.623687259938333,59.645653113800485,15.576277743536956,1,frame,570
adulterated/ratio_95_5/IMG (79).MOV#f00580,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,94.6381796225976,121.95898622204764,45.26700420467606,42.274453319366245,166.03655813073777,122.3981784586734,11.890332006987858,41.07995750338621,31.28936422615095,104.97952584639113,25.820924476130795,1,frame,580
adulterated/ratio_95_5/IMG (79).MOV#f00590,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,149.55698420389572,130.3035720515554,24.389964143812385,25.208547339858512,215.61169493167944,149.84692702781277,2.404368341837699,22.560298142916487,28.595660557145575,123.92170946797172,28.91144395048379,1,frame,590
adulterated/ratio_95_5/IMG (79).MOV#f00600,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,127.99127602158828,72.15557054741711,21.72187740940632,18.78977640709329,215.61925983037776,127.99693523515806,26.165404576170097,37.84847211033347,26.07782851740461,83.03431380107942,21.984016375404423,1,frame,600
adulterated/ratio_95_5/IMG (79).MOV#f00610,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,88.7069863133516,104.57891594443198,61.04134135999422,43.32425073300958,123.55320451632775,107.2140502059272,19.683179832805624,36.6990845542688,34.04761021746401,94.80614701262944,25.873113040215813,1,frame,610
adulterated/ratio_95_5/IMG (79).MOV#f00620,IMG (79).MOV,train,1,95_5,yellow_dye_95_5_d2,cycling,SVI_colored,157.55466946401395,128.77967711301045,25.771396329276385,23.31202342778354,215.8898822650566,157.69624940894118,2.596613536445624,26.38961830564166,27.939408320445423,125.5782760552635,29.19827881421549,1,frame,620
